D:\IMG\center_2023_07_02_16_01_30_446.jpg, D:\IMG\left_2023_07_02_16_01_30_446.jpg, D:\IMG\right_2023_07_02_16_01_30_446.jpg, 0, 0, 0, 7.812072E-05
D:\IMG\center_2023_07_02_16_01_30_547.jpg, D:\IMG\left_2023_07_02_16_01_30_547.jpg, D:\IMG\right_2023_07_02_16_01_30_547.jpg, 0, 0, 0, 8.023034E-05
D:\IMG\center_2023_07_02_16_01_30_647.jpg, D:\IMG\left_2023_07_02_16_01_30_647.jpg, D:\IMG\right_2023_07_02_16_01_30_647.jpg, 0, 0, 0, 7.82455E-05
D:\IMG\center_2023_07_02_16_01_30_754.jpg, D:\IMG\left_2023_07_02_16_01_30_754.jpg, D:\IMG\right_2023_07_02_16_01_30_754.jpg, 0, 0, 0, 7.822302E-05
D:\IMG\center_2023_07_02_16_01_30_859.jpg, D:\IMG\left_2023_07_02_16_01_30_859.jpg, D:\IMG\right_2023_07_02_16_01_30_859.jpg, 0, 0, 0, 7.823354E-05
D:\IMG\center_2023_07_02_16_01_30_959.jpg, D:\IMG\left_2023_07_02_16_01_30_959.jpg, D:\IMG\right_2023_07_02_16_01_30_959.jpg, 0, 0, 0, 7.886344E-05
D:\IMG\center_2023_07_02_16_01_31_069.jpg, D:\IMG\left_2023_07_02_16_01_31_069.jpg, D:\IMG\right_2023_07_02_16_01_31_069.jpg, 0, 0, 0, 7.790572E-05
D:\IMG\center_2023_07_02_16_01_31_170.jpg, D:\IMG\left_2023_07_02_16_01_31_170.jpg, D:\IMG\right_2023_07_02_16_01_31_170.jpg, 0, 0, 0, 7.811809E-05
D:\IMG\center_2023_07_02_16_01_31_275.jpg, D:\IMG\left_2023_07_02_16_01_31_275.jpg, D:\IMG\right_2023_07_02_16_01_31_275.jpg, 0, 0, 0, 7.814132E-05
D:\IMG\center_2023_07_02_16_01_31_381.jpg, D:\IMG\left_2023_07_02_16_01_31_381.jpg, D:\IMG\right_2023_07_02_16_01_31_381.jpg, 0, 0, 0, 8.053202E-05
D:\IMG\center_2023_07_02_16_01_31_488.jpg, D:\IMG\left_2023_07_02_16_01_31_488.jpg, D:\IMG\right_2023_07_02_16_01_31_488.jpg, 0, 0, 0, 7.790072E-05
D:\IMG\center_2023_07_02_16_01_31_593.jpg, D:\IMG\left_2023_07_02_16_01_31_593.jpg, D:\IMG\right_2023_07_02_16_01_31_593.jpg, 0, 0, 0, 7.922143E-05
D:\IMG\center_2023_07_02_16_01_31_696.jpg, D:\IMG\left_2023_07_02_16_01_31_696.jpg, D:\IMG\right_2023_07_02_16_01_31_696.jpg, 0, 0, 0, 7.821133E-05
D:\IMG\center_2023_07_02_16_01_31_801.jpg, D:\IMG\left_2023_07_02_16_01_31_801.jpg, D:\IMG\right_2023_07_02_16_01_31_801.jpg, 0, 0, 0, 7.84795E-05
D:\IMG\center_2023_07_02_16_01_31_906.jpg, D:\IMG\left_2023_07_02_16_01_31_906.jpg, D:\IMG\right_2023_07_02_16_01_31_906.jpg, 0, 0, 0, 7.84088E-05
D:\IMG\center_2023_07_02_16_01_32_009.jpg, D:\IMG\left_2023_07_02_16_01_32_009.jpg, D:\IMG\right_2023_07_02_16_01_32_009.jpg, 0, 0, 0, 8.046632E-05
D:\IMG\center_2023_07_02_16_01_32_113.jpg, D:\IMG\left_2023_07_02_16_01_32_113.jpg, D:\IMG\right_2023_07_02_16_01_32_113.jpg, 0, 0, 0, 7.806478E-05
D:\IMG\center_2023_07_02_16_01_32_218.jpg, D:\IMG\left_2023_07_02_16_01_32_218.jpg, D:\IMG\right_2023_07_02_16_01_32_218.jpg, 0, 0, 0, 7.817186E-05
D:\IMG\center_2023_07_02_16_01_32_321.jpg, D:\IMG\left_2023_07_02_16_01_32_321.jpg, D:\IMG\right_2023_07_02_16_01_32_321.jpg, 0, 0, 0, 7.810602E-05
D:\IMG\center_2023_07_02_16_01_32_426.jpg, D:\IMG\left_2023_07_02_16_01_32_426.jpg, D:\IMG\right_2023_07_02_16_01_32_426.jpg, 0, 0, 0, 7.845673E-05
D:\IMG\center_2023_07_02_16_01_32_528.jpg, D:\IMG\left_2023_07_02_16_01_32_528.jpg, D:\IMG\right_2023_07_02_16_01_32_528.jpg, 0, 0, 0, 7.811673E-05
D:\IMG\center_2023_07_02_16_01_32_633.jpg, D:\IMG\left_2023_07_02_16_01_32_633.jpg, D:\IMG\right_2023_07_02_16_01_32_633.jpg, 0, 0, 0, 7.857931E-05
D:\IMG\center_2023_07_02_16_01_32_740.jpg, D:\IMG\left_2023_07_02_16_01_32_740.jpg, D:\IMG\right_2023_07_02_16_01_32_740.jpg, 0, 0, 0, 7.836878E-05
D:\IMG\center_2023_07_02_16_01_32_846.jpg, D:\IMG\left_2023_07_02_16_01_32_846.jpg, D:\IMG\right_2023_07_02_16_01_32_846.jpg, 0, 0, 0, 8.226645E-05
D:\IMG\center_2023_07_02_16_01_32_947.jpg, D:\IMG\left_2023_07_02_16_01_32_947.jpg, D:\IMG\right_2023_07_02_16_01_32_947.jpg, 0, 0, 0, 7.808069E-05
D:\IMG\center_2023_07_02_16_01_33_051.jpg, D:\IMG\left_2023_07_02_16_01_33_051.jpg, D:\IMG\right_2023_07_02_16_01_33_051.jpg, 0, 0, 0, 7.817042E-05
D:\IMG\center_2023_07_02_16_01_33_154.jpg, D:\IMG\left_2023_07_02_16_01_33_154.jpg, D:\IMG\right_2023_07_02_16_01_33_154.jpg, 0, 0, 0, 7.791547E-05
D:\IMG\center_2023_07_02_16_01_33_262.jpg, D:\IMG\left_2023_07_02_16_01_33_262.jpg, D:\IMG\right_2023_07_02_16_01_33_262.jpg, 0, 0, 0, 7.886133E-05
D:\IMG\center_2023_07_02_16_01_33_362.jpg, D:\IMG\left_2023_07_02_16_01_33_362.jpg, D:\IMG\right_2023_07_02_16_01_33_362.jpg, 0, 0, 0, 7.839459E-05
D:\IMG\center_2023_07_02_16_01_33_467.jpg, D:\IMG\left_2023_07_02_16_01_33_467.jpg, D:\IMG\right_2023_07_02_16_01_33_467.jpg, 0, 0, 0, 7.8467E-05
D:\IMG\center_2023_07_02_16_01_33_571.jpg, D:\IMG\left_2023_07_02_16_01_33_571.jpg, D:\IMG\right_2023_07_02_16_01_33_571.jpg, 0, 0, 0, 7.942744E-05
D:\IMG\center_2023_07_02_16_01_33_673.jpg, D:\IMG\left_2023_07_02_16_01_33_673.jpg, D:\IMG\right_2023_07_02_16_01_33_673.jpg, 0, 0, 0, 7.830842E-05
D:\IMG\center_2023_07_02_16_01_33_772.jpg, D:\IMG\left_2023_07_02_16_01_33_772.jpg, D:\IMG\right_2023_07_02_16_01_33_772.jpg, 0, 0, 0, 7.824961E-05
D:\IMG\center_2023_07_02_16_01_33_874.jpg, D:\IMG\left_2023_07_02_16_01_33_874.jpg, D:\IMG\right_2023_07_02_16_01_33_874.jpg, 0, 0, 0, 7.861266E-05
D:\IMG\center_2023_07_02_16_01_33_979.jpg, D:\IMG\left_2023_07_02_16_01_33_979.jpg, D:\IMG\right_2023_07_02_16_01_33_979.jpg, 0, 0, 0, 7.842667E-05
D:\IMG\center_2023_07_02_16_01_34_085.jpg, D:\IMG\left_2023_07_02_16_01_34_085.jpg, D:\IMG\right_2023_07_02_16_01_34_085.jpg, 0, 0, 0, 7.823504E-05
D:\IMG\center_2023_07_02_16_01_34_186.jpg, D:\IMG\left_2023_07_02_16_01_34_186.jpg, D:\IMG\right_2023_07_02_16_01_34_186.jpg, 0, 0, 0, 7.773892E-05
D:\IMG\center_2023_07_02_16_01_34_286.jpg, D:\IMG\left_2023_07_02_16_01_34_286.jpg, D:\IMG\right_2023_07_02_16_01_34_286.jpg, 0, 0, 0, 7.928522E-05
D:\IMG\center_2023_07_02_16_01_34_387.jpg, D:\IMG\left_2023_07_02_16_01_34_387.jpg, D:\IMG\right_2023_07_02_16_01_34_387.jpg, 0, 0, 0, 7.819371E-05
D:\IMG\center_2023_07_02_16_01_34_491.jpg, D:\IMG\left_2023_07_02_16_01_34_491.jpg, D:\IMG\right_2023_07_02_16_01_34_491.jpg, 0, 0, 0, 7.862232E-05
D:\IMG\center_2023_07_02_16_01_34_591.jpg, D:\IMG\left_2023_07_02_16_01_34_591.jpg, D:\IMG\right_2023_07_02_16_01_34_591.jpg, 0, 0, 0, 7.819189E-05
D:\IMG\center_2023_07_02_16_01_34_696.jpg, D:\IMG\left_2023_07_02_16_01_34_696.jpg, D:\IMG\right_2023_07_02_16_01_34_696.jpg, 0, 0, 0, 7.82093E-05
D:\IMG\center_2023_07_02_16_01_34_801.jpg, D:\IMG\left_2023_07_02_16_01_34_801.jpg, D:\IMG\right_2023_07_02_16_01_34_801.jpg, 0, 0, 0, 7.847948E-05
D:\IMG\center_2023_07_02_16_01_34_907.jpg, D:\IMG\left_2023_07_02_16_01_34_907.jpg, D:\IMG\right_2023_07_02_16_01_34_907.jpg, 0, 0, 0, 7.7989E-05
D:\IMG\center_2023_07_02_16_01_35_007.jpg, D:\IMG\left_2023_07_02_16_01_35_007.jpg, D:\IMG\right_2023_07_02_16_01_35_007.jpg, 0, 0, 0, 7.84088E-05
D:\IMG\center_2023_07_02_16_01_35_114.jpg, D:\IMG\left_2023_07_02_16_01_35_114.jpg, D:\IMG\right_2023_07_02_16_01_35_114.jpg, 0, 0, 0, 7.845179E-05
D:\IMG\center_2023_07_02_16_01_35_215.jpg, D:\IMG\left_2023_07_02_16_01_35_215.jpg, D:\IMG\right_2023_07_02_16_01_35_215.jpg, 0, 0, 0, 8.001956E-05
D:\IMG\center_2023_07_02_16_01_35_316.jpg, D:\IMG\left_2023_07_02_16_01_35_316.jpg, D:\IMG\right_2023_07_02_16_01_35_316.jpg, 0, 0, 0, 7.745688E-05
D:\IMG\center_2023_07_02_16_01_35_424.jpg, D:\IMG\left_2023_07_02_16_01_35_424.jpg, D:\IMG\right_2023_07_02_16_01_35_424.jpg, 0, 0, 0, 7.845084E-05
D:\IMG\center_2023_07_02_16_01_35_531.jpg, D:\IMG\left_2023_07_02_16_01_35_531.jpg, D:\IMG\right_2023_07_02_16_01_35_531.jpg, 0, 0, 0, 7.81608E-05
D:\IMG\center_2023_07_02_16_01_35_633.jpg, D:\IMG\left_2023_07_02_16_01_35_633.jpg, D:\IMG\right_2023_07_02_16_01_35_633.jpg, 0, 0, 0, 7.79886E-05
D:\IMG\center_2023_07_02_16_01_35_742.jpg, D:\IMG\left_2023_07_02_16_01_35_742.jpg, D:\IMG\right_2023_07_02_16_01_35_742.jpg, 0, 0, 0, 8.262642E-05
D:\IMG\center_2023_07_02_16_01_35_850.jpg, D:\IMG\left_2023_07_02_16_01_35_850.jpg, D:\IMG\right_2023_07_02_16_01_35_850.jpg, 0, 0, 0, 7.97062E-05
D:\IMG\center_2023_07_02_16_01_35_955.jpg, D:\IMG\left_2023_07_02_16_01_35_955.jpg, D:\IMG\right_2023_07_02_16_01_35_955.jpg, 0, 0, 0, 7.823001E-05
D:\IMG\center_2023_07_02_16_01_36_059.jpg, D:\IMG\left_2023_07_02_16_01_36_059.jpg, D:\IMG\right_2023_07_02_16_01_36_059.jpg, 0, 0, 0, 8.006809E-05
D:\IMG\center_2023_07_02_16_01_36_165.jpg, D:\IMG\left_2023_07_02_16_01_36_165.jpg, D:\IMG\right_2023_07_02_16_01_36_165.jpg, 0, 0, 0, 7.782199E-05
D:\IMG\center_2023_07_02_16_01_36_273.jpg, D:\IMG\left_2023_07_02_16_01_36_273.jpg, D:\IMG\right_2023_07_02_16_01_36_273.jpg, 0, 0.0598392, 0, 0.02546201
D:\IMG\center_2023_07_02_16_01_36_379.jpg, D:\IMG\left_2023_07_02_16_01_36_379.jpg, D:\IMG\right_2023_07_02_16_01_36_379.jpg, 0, 0.353271, 0, 0.2697419
D:\IMG\center_2023_07_02_16_01_36_481.jpg, D:\IMG\left_2023_07_02_16_01_36_481.jpg, D:\IMG\right_2023_07_02_16_01_36_481.jpg, 0, 0.6423898, 0, 0.8906426
D:\IMG\center_2023_07_02_16_01_36_588.jpg, D:\IMG\left_2023_07_02_16_01_36_588.jpg, D:\IMG\right_2023_07_02_16_01_36_588.jpg, 0, 1, 0, 2.15824
D:\IMG\center_2023_07_02_16_01_36_688.jpg, D:\IMG\left_2023_07_02_16_01_36_688.jpg, D:\IMG\right_2023_07_02_16_01_36_688.jpg, 0, 1, 0, 3.341268
D:\IMG\center_2023_07_02_16_01_36_791.jpg, D:\IMG\left_2023_07_02_16_01_36_791.jpg, D:\IMG\right_2023_07_02_16_01_36_791.jpg, 0, 1, 0, 4.515543
D:\IMG\center_2023_07_02_16_01_36_890.jpg, D:\IMG\left_2023_07_02_16_01_36_890.jpg, D:\IMG\right_2023_07_02_16_01_36_890.jpg, 0, 1, 0, 5.676194
D:\IMG\center_2023_07_02_16_01_36_997.jpg, D:\IMG\left_2023_07_02_16_01_36_997.jpg, D:\IMG\right_2023_07_02_16_01_36_997.jpg, 0, 1, 0, 6.825711
D:\IMG\center_2023_07_02_16_01_37_100.jpg, D:\IMG\left_2023_07_02_16_01_37_100.jpg, D:\IMG\right_2023_07_02_16_01_37_100.jpg, 0, 1, 0, 7.964065
D:\IMG\center_2023_07_02_16_01_37_204.jpg, D:\IMG\left_2023_07_02_16_01_37_204.jpg, D:\IMG\right_2023_07_02_16_01_37_204.jpg, -0.3084489, 1, 0, 9.289912
D:\IMG\center_2023_07_02_16_01_37_306.jpg, D:\IMG\left_2023_07_02_16_01_37_306.jpg, D:\IMG\right_2023_07_02_16_01_37_306.jpg, -0.374892, 1, 0, 10.3491
D:\IMG\center_2023_07_02_16_01_37_409.jpg, D:\IMG\left_2023_07_02_16_01_37_409.jpg, D:\IMG\right_2023_07_02_16_01_37_409.jpg, -0.06530579, 1, 0, 11.55441
D:\IMG\center_2023_07_02_16_01_37_510.jpg, D:\IMG\left_2023_07_02_16_01_37_510.jpg, D:\IMG\right_2023_07_02_16_01_37_510.jpg, 0, 1, 0, 12.37434
D:\IMG\center_2023_07_02_16_01_37_616.jpg, D:\IMG\left_2023_07_02_16_01_37_616.jpg, D:\IMG\right_2023_07_02_16_01_37_616.jpg, 0, 1, 0, 13.60516
D:\IMG\center_2023_07_02_16_01_37_724.jpg, D:\IMG\left_2023_07_02_16_01_37_724.jpg, D:\IMG\right_2023_07_02_16_01_37_724.jpg, -0.3480228, 1, 0, 14.88666
D:\IMG\center_2023_07_02_16_01_37_830.jpg, D:\IMG\left_2023_07_02_16_01_37_830.jpg, D:\IMG\right_2023_07_02_16_01_37_830.jpg, -0.2847585, 1, 0, 15.87661
D:\IMG\center_2023_07_02_16_01_37_931.jpg, D:\IMG\left_2023_07_02_16_01_37_931.jpg, D:\IMG\right_2023_07_02_16_01_37_931.jpg, -0.006352525, 1, 0, 16.82584
D:\IMG\center_2023_07_02_16_01_38_033.jpg, D:\IMG\left_2023_07_02_16_01_38_033.jpg, D:\IMG\right_2023_07_02_16_01_38_033.jpg, 0, 1, 0, 18.0076
D:\IMG\center_2023_07_02_16_01_38_140.jpg, D:\IMG\left_2023_07_02_16_01_38_140.jpg, D:\IMG\right_2023_07_02_16_01_38_140.jpg, 0, 1, 0, 18.8926
